Species,Long,Lat,ID
C. candadensis,-115.570769,51.178363,8247219
C. candadensis,-115.570769,51.178363,2832451
C. candadensis,-115.570769,51.178363,7371771
C. candadensis,-115.570769,51.178363,3866336
C. candadensis,-115.57,51.17,
C. candadensis,-115.57,51.17,
C. candadensis,-115.566353,51.167825,5081195
C. candadensis,-115.567397,51.171688,37961840
C. candadensis,-115.568306,51.171913,22132370
C. candadensis,-115.568348,51.172203,2969458
C. candadensis,-115.424735,51.385683,21010689
C. candadensis,-115.513304,51.241207,8413745
C. candadensis,-115.514825,51.189967,21151999
C. candadensis,-115.516576,51.189827,21065815
C. candadensis,-115.521439,51.189056,16572624
C. candadensis,-115.522785,51.171325,38040412
C. candadensis,-115.565149,51.165451,20209467
C. candadensis,-115.564685,51.165946,12310327
C. candadensis,-115.564697,51.166112,25921931
C. candadensis,-115.563903,51.166044,26808659
C. candadensis,-115.563492,51.172517,32858026
C. candadensis,-115.563499,51.172649,30957680
C. candadensis,-115.562942,51.17158,31661950
C. candadensis,-115.562357,51.166367,30140719
C. candadensis,-115.562355,51.172348,18532834
C. candadensis,-115.561306,51.150247,5961260
C. candadensis,-115.558839,51.186065,25921674
C. candadensis,-115.558381,51.182154,31758130
C. candadensis,-115.557607,51.162435,3154285
C. candadensis,-115.557533,51.148068,24693497
C. candadensis,-115.5555,51.16443,28097657
C. candadensis,-115.554929,51.164961,37246069
C. candadensis,-115.553672,51.175213,9928786
C. candadensis,-115.551995,51.153183,31822084
C. candadensis,-115.551719,51.200962,5658664
C. candadensis,-115.551281,51.167181,15462495
C. candadensis,-115.548255,51.185712,12783780
C. candadensis,-115.540112,51.173249,31204897
C. candadensis,-115.538135,51.174089,32431821
C. candadensis,-115.536645,51.201272,25921963
C. candadensis,-115.535898,51.174773,33432826
C. candadensis,-115.533789,51.218224,12783706
C. candadensis,-115.531223,51.174722,4414159
C. candadensis,-115.528922,51.177419,15458830
C. candadensis,-115.527988,51.219093,3154481
C. candadensis,-115.526369,51.172832,14048645
C. candadensis,-115.525422,51.219642,29982974
C. candadensis,-115.525399,51.201535,16693904
C. candadensis,-115.52428,51.198339,29982975
C. candadensis,-115.524189,51.19834,3154578
C. candadensis,-115.523605,51.177233,33236212
C. candadensis,-114.599673,50.650452,8864772
C. candadensis,-114.527922,51.120873,2459497
C. candadensis,-114.4967,50.725111,4037319
C. candadensis,-114.496422,51.125937,37726686
C. candadensis,-115.406639,51.146638,13572585
C. candadensis,-115.406637,51.146594,5910880
C. candadensis,-115.408731,51.163669,6751632
C. candadensis,-115.434627,51.127294,31367047
C. candadensis,-115.45284,51.10084,20454760
C. candadensis,-114.278847,50.755467,17471742
C. candadensis,-114.187505,50.847172,19040167
C. candadensis,-114.178786,50.852333,3932296
C. candadensis,-113.893901,50.28619,32398699
C. candadensis,-113.255426,50.523625,21912528
C. candadensis,-113.255426,50.523625,13702775
C. candadensis,-114.319008,49.409976,25045420
C. candadensis,-114.885747,49.769142,16599765
C. candadensis,-114.815841,50.04814,7702283
C. candadensis,-114.862721,50.176672,35068043
C. candadensis,-115.119316,50.635304,26419347
C. candadensis,-115.135155,50.690515,35213374
C. candadensis,-115.139442,50.886112,29157021
C. candadensis,-115.179206,50.938226,9198204
C. candadensis,-115.137761,50.941604,5699662
C. candadensis,-115.136236,50.944537,21346376
C. candadensis,-115.36838,50.982825,29192305
C. candadensis,-115.316008,51.051339,37095893
C. candadensis,-115.31913,51.054113,40116473
C. candadensis,-115.333,51.063667,37095780
C. candadensis,-115.373303,51.073333,21067248
C. candadensis,-115.364563,51.079628,37096005
C. candadensis,-115.086304,51.079647,9340635
C. candadensis,-115.365005,51.080575,19164084
C. candadensis,-115.371605,51.083484,34551501
C. candadensis,-115.36429,51.093851,36784738
C. candadensis,-115.35341,51.096532,5910844
C. candadensis,-115.406433,51.14655,6589486
C. candadensis,-115.406532,51.146576,5910879
C. candadensis,-115.331544,51.158415,21010680
C. candadensis,-115.17107,51.588602,119462
C. candadensis,-115.170512,51.589855,16645328
C. candadensis,-114.295726,52.472817,17408854
C. candadensis,-114.205136,49.517936,20302791
C. candadensis,-114.16357,49.421103,18536729
C. candadensis,-114.156699,38.972803,40008140
C. candadensis,-114.432,38.98772,38040626
C. candadensis,-114.428201,38.991816,37960207
C. candadensis,-114.356262,38.996853,4408634
C. candadensis,-114.23372,39.015822,15990289
C. candadensis,-114.230805,39.091136,34321912
C. candadensis,-114.34652,39.152706,35870391
C. candadensis,-114.4551,41.056125,7493830
C. candadensis,-114.027735,41.190601,36289635
C. candadensis,-114.246826,42.170393,9785414
C. candadensis,-114.149742,43.312634,19017221
C. candadensis,-114.922902,43.342416,7334643
C. candadensis,-114.315324,43.519629,30445798
C. candadensis,-114.329058,43.534067,16393160
C. candadensis,-114.355013,43.635903,24719532
C. candadensis,-114.35138,43.640755,8403800
C. candadensis,-114.347438,43.647802,22983004
C. candadensis,-114.368639,43.670755,26680173
C. candadensis,-114.363662,43.68074,19557437
C. candadensis,-114.978232,44.221375,868142
C. candadensis,-105.815344,32.60741,22080699
C. candadensis,-105.793385,32.659901,33993510
C. candadensis,-105.982324,32.693522,39045654
C. candadensis,-105.793618,32.802305,5063843
C. candadensis,-105.814654,32.802751,18391082
C. candadensis,-105.837728,32.804925,35572509
C. candadensis,-105.951328,32.806846,20975395
C. candadensis,-105.883025,32.807098,13150123
C. candadensis,-105.815816,32.810363,19002262
C. candadensis,-105.973193,32.812755,19843611
C. candadensis,-105.852491,32.821773,18347308
C. candadensis,-105.864084,32.830891,28942761
C. candadensis,-105.932508,32.831312,18706988
C. candadensis,-105.797186,32.831856,21665255
C. candadensis,-105.912241,32.836973,15471360
C. candadensis,-105.81384,32.837382,20988001
C. candadensis,-105.819936,32.837666,35685202
C. candadensis,-105.792735,32.826716,11011495
C. candadensis,-105.791136,32.816637,18084192
C. candadensis,-105.788657,32.823839,16609761
C. candadensis,-105.777944,32.61281,34411228
C. candadensis,-105.777853,32.813528,13579849
C. candadensis,-105.777084,32.834776,13762969
C. candadensis,-105.774861,32.803841,14157624
C. candadensis,-105.774799,32.808018,29300529
C. candadensis,-105.773403,32.833742,34406017
C. candadensis,-105.771892,32.834169,21136554
C. candadensis,-105.746204,32.688346,33993300
C. candadensis,-105.744178,32.698497,33686700
C. candadensis,-105.741673,32.627383,33354012
C. candadensis,-105.74453,32.830375,13728174
C. candadensis,-105.760422,32.829708,24564904
C. candadensis,-105.746292,32.825713,33196001
C. candadensis,-105.752373,32.813992,33810837
C. candadensis,-105.73882,32.812168,15188382
C. candadensis,-105.745779,32.810329,35764091
C. candadensis,-105.760687,32.810229,19139961
C. candadensis,-105.753106,32.807982,24564876
C. candadensis,-105.744797,32.806892,33683276
C. candadensis,-105.73222,32.80584,34513325
C. candadensis,-105.73278,32.803211,13728200
C. candadensis,-105.752622,32.80294,9271586
C. candadensis,-105.744206,32.802334,14030421
C. candadensis,-105.76252,32.798535,34887527
C. candadensis,-105.74238,32.795894,32692362
C. candadensis,-108.723102,33.409408,5438746
C. candadensis,-109.393022,33.60869,15440586
C. candadensis,-109.329102,33.636639,27070356
C. candadensis,-109.325766,33.639695,4139785
C. candadensis,-109.416897,33.640133,13652192
C. candadensis,-108.906264,33.645287,35620190
C. candadensis,-109.564947,33.689238,37331042
C. candadensis,-109.169372,33.704469,393169
C. candadensis,-109.169378,33.704495,32801555
C. candadensis,-109.16389,33.713577,30152097
C. candadensis,-109.5583,33.7175,37067552
C. candadensis,-109.226933,33.761025,30382644
C. candadensis,-109.267273,33.769761,393145
C. candadensis,-108.769373,33.801684,727029
C. candadensis,-109.117926,33.812648,13997642
C. candadensis,-109.083788,33.825451,113610
C. candadensis,-109.453006,33.850125,15744483
C. candadensis,-108.841504,33.853732,29505993
C. candadensis,-109.427694,33.859831,36526639
C. candadensis,-109.479602,33.874893,26467878
C. candadensis,-109.038719,33.8846307,MSB:Mamm:2032
C. candadensis,-109.384517,33.920922,28655931
C. candadensis,-109.393557,33.925321,1714190
C. candadensis,-109.195842,33.939885,32801553
C. candadensis,-109.495124,33.946627,19207772
C. candadensis,-109.519376,33.958123,32025829
C. candadensis,-109.562462,33.960186,29298106
C. candadensis,-109.462615,33.969697,16615658
C. candadensis,-108.855464,33.970554,29505984
C. candadensis,-109.501934,33.982513,15021927
C. candadensis,-108.863923,33.986085,29505979
C. candadensis,-109.516798,33.991793,15394140
C. candadensis,-109.488348,33.992283,15079877
C. candadensis,-109.384919,33.993964,27675410
C. candadensis,-109.527765,34.000777,14789678
C. candadensis,-108.581773,32.81709,20855668
C. candadensis,-108.431699,33.303082,MSB:Mamm:295850
C. candadensis,-108.381054,32.621458,MSB:Mamm:328720
C. candadensis,-108.373028,33.426944,MSB:Mamm:329497
C. candadensis,-108.226996,33.377844,MSB:Mamm:323805
C. candadensis,-108.165379,32.771871,37685056
C. candadensis,-108.142054,33.049651,21099086
C. candadensis,-108.09939,32.696744,32860511
C. candadensis,-108.087763,33.428061,MSB:Mamm:326485
C. candadensis,-108.087763,33.428061,MSB:Mamm:326484
C. candadensis,-108.065498,33.292678,MSB:Mamm:323211
C. candadensis,-108.057453,32.909879,26929345
C. candadensis,-107.93757,34.079932,10558428
C. candadensis,-107.56288,33.73112,37154300
C. candadensis,-107.515091,32.838605,30731279
C. candadensis,-103.946698,30.410753,33031773
C. candadensis,-103.966959,30.42389,30732108
C. candadensis,-103.956518,30.482596,37325333
C. candadensis,-103.907517,30.537529,3478066
C. candadensis,-103.932275,30.550951,822925
C. candadensis,-104.149994,30.652814,3443944
C. candadensis,-104.115193,30.709026,6423531
C. candadensis,-104.059015,30.775586,1752807
C. candadensis,-104.008638,30.784639,3424113
C. candadensis,-104.620541,31.869383,5274075
C. candadensis,-104.957701,31.945746,9226428
C. candadensis,-104.476416,32.024382,39119493
C. candadensis,-104.882614,32.1736,3906371
C. candadensis,-104.423133,32.188956,32326700
C. candadensis,-105.658418,32.665115,34394921
C. candadensis,-105.705505,32.668114,33697922
C. candadensis,-105.64027,32.695649,33685380
C. candadensis,-103.846001,30.455073,10514562
C. candadensis,-103.836509,30.555509,25123966
C. candadensis,-103.619998,30.467009,16949388
C. candadensis,-103.561962,30.215511,19007261
C. candadensis,-103.42887,30.112184,24288778
C. candadensis,-103.304514,30.167708,36925696
C. candadensis,-103.292625,29.25956,35991879
C. candadensis,-103.235392,29.48929,20542431
C. candadensis,-103.153287,29.5468,11299189
C. candadensis,-102.986894,30.588027,3471710
C. candadensis,-102.984272,30.468084,718244
C. candadensis,-102.967954,30.573542,38921273
C. candadensis,-102.937886,30.476341,4689537
C. candadensis,-102.929741,30.382081,13378653
C. candadensis,-102.858943,30.32214,30070623
C. candadensis,-102.836794,30.351956,15296468
C. candadensis,-102.760525,30.078225,2635080
C. candadensis,-102.529851,30.021864,28653318
C. candadensis,-102.529459,30.01718,28653313
C. candadensis,-105.798478,32.87357,38710685
C. candadensis,-105.794493,32.86018,21766743
C. candadensis,-105.792362,32.871841,20068196
C. candadensis,-105.792323,32.870192,14468473
C. candadensis,-105.789483,32.855312,36085544
C. candadensis,-105.78925,32.851787,14382265
C. candadensis,-105.788644,32.873602,12218290
C. candadensis,-105.786449,32.85968,32766204
C. candadensis,-105.786198,32.855106,14382385
C. candadensis,-105.78284,32.843042,22863752
C. candadensis,-105.781153,32.849558,33685736
C. candadensis,-105.776151,32.849736,30957021
C. candadensis,-105.773016,32.862867,33697976
C. candadensis,-105.77298,32.865402,33238425
C. candadensis,-105.769087,32.864559,15377389
C. candadensis,-105.769012,32.864412,13580377
C. candadensis,-105.766598,32.838647,30176869
C. candadensis,-105.763031,32.837982,30025596
C. candadensis,-105.762271,32.851806,13711368
C. candadensis,-105.759311,32.840436,33238578
C. candadensis,-105.75318,32.866169,33365482
C. candadensis,-105.747911,32.866772,13759457
C. candadensis,-105.745468,32.869058,22071239
C. candadensis,-105.745408,32.851779,33700843
C. candadensis,-105.741693,32.853695,33697867
C. candadensis,-105.739793,32.861292,29691315
C. candadensis,-105.990795,32.911663,14429105
C. candadensis,-105.988254,32.855225,18706975
C. candadensis,-105.97539,32.871959,5059551
C. candadensis,-105.973908,32.923364,35155032
C. candadensis,-105.973598,32.911118,19002235
C. candadensis,-105.954307,32.845494,17452296
C. candadensis,-105.952586,32.933452,36742524
C. candadensis,-105.938226,32.895932,20098696
C. candadensis,-105.937452,32.94172,5059570
C. candadensis,-105.93533,32.898811,36729603
C. candadensis,-105.935073,32.880342,19944162
C. candadensis,-105.929117,32.92892,20198293
C. candadensis,-105.927128,32.878471,36730177
C. candadensis,-105.908,32.850924,14158691
C. candadensis,-105.907057,32.938996,14061612
C. candadensis,-105.895773,32.889934,18394310
C. candadensis,-105.86632,32.924013,18706957
C. candadensis,-105.856442,32.923259,18707007
C. candadensis,-105.856005,32.856318,36731304
C. candadensis,-105.855558,32.855463,36918137
C. candadensis,-105.851177,32.946469,3792702
C. candadensis,-105.850862,32.902732,35344194
C. candadensis,-105.840323,32.926434,31814354
C. candadensis,-105.839954,32.871425,18394114
C. candadensis,-105.828863,32.919996,18343530
C. candadensis,-105.807997,32.915449,16705638
C. candadensis,-105.794223,32.917989,30345253
C. candadensis,-105.787396,32.916678,33555752
C. candadensis,-105.786125,32.911764,16512947
C. candadensis,-105.793019,32.903778,25321533
C. candadensis,-105.786967,32.902189,30854131
C. candadensis,-105.788871,32.901613,17869293
C. candadensis,-105.791019,32.899865,13728259
C. candadensis,-105.788319,32.890695,21103142
C. candadensis,-105.787935,32.884964,35764049
C. candadensis,-105.798591,32.849937,4159531
C. candadensis,-105.800277,32.848759,36969397
C. candadensis,-105.792936,32.935639,22710369
C. candadensis,-105.792392,32.932034,28979641
C. candadensis,-105.79274,32.930701,13579813
C. candadensis,-105.789888,32.92979,30079322
C. candadensis,-105.711325,32.881115,19239321
C. candadensis,-105.714315,32.883298,28432781
C. candadensis,-105.740939,32.884871,36077615
C. candadensis,-105.777233,32.887453,34188759
C. candadensis,-105.698946,32.88814,21860893
C. candadensis,-105.724626,32.88925,33365515
C. candadensis,-105.754526,32.890844,15187880
C. candadensis,-105.721962,32.893618,36397340
C. candadensis,-105.730109,32.894034,33319253
C. candadensis,-105.696621,32.89486,15158001
C. candadensis,-105.726444,32.895301,33846464
C. candadensis,-105.736441,32.909404,13728207
C. candadensis,-105.742185,32.910969,30077799
C. candadensis,-105.77925,32.913381,33411444
C. candadensis,-105.748221,32.914471,18084193
C. candadensis,-105.713814,32.914656,28866517
C. candadensis,-105.714145,32.915144,13580340
C. candadensis,-105.707411,32.919316,33932185
C. candadensis,-105.695594,32.919666,31212477
C. candadensis,-105.767498,32.921218,11011416
C. candadensis,-105.744526,32.922911,13581079
C. candadensis,-105.691971,32.90435,13759330
C. candadensis,-105.685976,32.910142,12218274
C. candadensis,-105.680065,32.894753,13581428
C. candadensis,-105.679743,32.880028,40008661
C. candadensis,-105.675413,32.904563,15584494
C. candadensis,-105.672618,32.892238,31234408
C. candadensis,-105.664942,32.916762,21858049
C. candadensis,-105.664575,32.878988,13728202
C. candadensis,-105.661498,32.909122,20146791
C. candadensis,-105.660545,32.891656,15188350
C. candadensis,-105.658279,32.887177,20131871
C. candadensis,-105.647389,32.894119,30085473
C. candadensis,-105.646512,32.925352,20068402
C. candadensis,-105.643022,32.911245,17869358
C. candadensis,-105.63618,32.881422,15262077
C. candadensis,-105.627663,32.887399,19207224
C. candadensis,-105.622281,32.918046,33846387
C. candadensis,-105.618518,32.886983,35290495
C. candadensis,-105.61833,32.891129,34188774
C. candadensis,-105.61013,32.922242,15582986
C. candadensis,-105.606553,32.89862,21860970
C. candadensis,-105.600922,32.906762,14468303
C. candadensis,-105.455259,32.953463,26328391
C. candadensis,-105.413861,32.958667,21665123
C. candadensis,-105.4136,33.020392,33111081
C. candadensis,-105.759011,32.943578,18084382
C. candadensis,-105.758638,32.939201,4679192
C. candadensis,-105.754277,32.987091,34078858
C. candadensis,-105.753334,32.936534,30026669
C. candadensis,-105.751495,32.956996,29689484
C. candadensis,-105.750948,32.956428,14030310
C. candadensis,-105.746365,32.926407,24565020
C. candadensis,-105.746326,32.997542,33411258
C. candadensis,-105.742641,32.95189,14003593
C. candadensis,-105.741421,32.986923,26901467
C. candadensis,-105.737991,32.993896,28980124
C. candadensis,-105.733997,32.990825,29690116
C. candadensis,-105.733494,32.940948,25392939
C. candadensis,-105.724361,32.94392,24868840
C. candadensis,-105.722049,32.944919,10697078
C. candadensis,-105.720904,32.977475,30176997
C. candadensis,-105.720737,32.949306,34407255
C. candadensis,-105.71374,32.991179,21102948
C. candadensis,-105.710987,32.931129,30077905
C. candadensis,-105.710891,32.959668,21127507
C. candadensis,-105.709421,32.935493,3630736
C. candadensis,-105.706569,32.950125,35010931
C. candadensis,-105.706455,32.932586,13759200
C. candadensis,-105.706314,32.951684,12218210
C. candadensis,-105.704598,32.975095,15187534
C. candadensis,-105.701431,32.971778,30045289
C. candadensis,-105.701363,32.969019,22637346
C. candadensis,-105.698711,32.99007,14429145
C. candadensis,-105.697945,32.994956,28864702
C. candadensis,-105.697662,32.999399,29768012
C. candadensis,-105.697167,32.941569,29768066
C. candadensis,-105.692486,32.977704,3630746
C. candadensis,-105.691794,32.96147,31119803
C. candadensis,-105.689906,32.950526,22710284
C. candadensis,-105.688102,32.968338,15157935
C. candadensis,-105.790032,32.955305,15159977
C. candadensis,-105.785166,32.936729,36397379
C. candadensis,-105.781135,32.976695,36077699
C. candadensis,-105.780517,32.984076,28436037
C. candadensis,-105.780117,32.962809,14003406
C. candadensis,-105.779412,32.980913,30177229
C. candadensis,-105.774812,32.98796,28864598
C. candadensis,-105.774069,32.955193,34405448
C. candadensis,-105.772309,32.98986,34245040
C. candadensis,-105.766278,32.951463,13580848
C. candadensis,-105.765129,32.939888,31234463
C. candadensis,-105.763561,32.963994,15376322
C. candadensis,-105.763007,32.931518,20194076
C. candadensis,-105.762128,32.975058,21766105
C. candadensis,-105.717722,33.030084,28215840
C. candadensis,-105.700207,32.978616,13711593
C. candadensis,-105.699897,33.011515,20023808
C. candadensis,-105.874523,32.948263,19852356
C. candadensis,-105.988534,32.94895,19843605
C. candadensis,-105.833157,32.951914,30151407
C. candadensis,-105.991627,32.952014,18394264
C. candadensis,-105.865565,32.954163,18347289
C. candadensis,-105.857155,32.954769,14168370
C. candadensis,-105.846608,32.962546,18394282
C. candadensis,-105.943594,32.987305,35689268
C. candadensis,-105.974011,32.987414,36969578
C. candadensis,-105.967522,32.98798,3792726
C. candadensis,-105.835004,32.991577,14094498
C. candadensis,-106.195198,33.006122,19127751
C. candadensis,-105.816065,33.112468,35140597
C. candadensis,-105.859322,33.586228,35269397
C. candadensis,-105.850238,33.596363,9466881
C. candadensis,-106.02538,34.16566,MSB:Mamm:326179
C. candadensis,-106.326607,35.68009,31404170
C. candadensis,-105.798739,33.210846,35665386
C. candadensis,-105.798589,33.293943,13339842
C. candadensis,-105.798413,32.953437,34068131
C. candadensis,-105.796899,32.999783,33685687
C. candadensis,-105.796164,32.962653,38710766
C. candadensis,-105.795698,33.500918,29533974
C. candadensis,-105.793576,33.299767,9991572
C. candadensis,-105.791553,32.97653,17921362
C. candadensis,-105.790002,32.994801,18084140
C. candadensis,-105.788675,32.981379,30026528
C. candadensis,-105.787816,32.986465,14419451
C. candadensis,-105.785834,33.218062,14838604
C. candadensis,-105.798117,32.94621,15582926
C. candadensis,-106.078421,35.576228,28888065
C. candadensis,-112.074966,36.03855,65567
C. candadensis,-112.071297,36.036006,9882171
C. candadensis,-112.069779,36.149069,20069334
C. candadensis,-112.069302,36.035418,37067668
C. candadensis,-112.068534,36.038861,10516286
C. candadensis,-112.066414,36.0159,39969775
C. candadensis,-112.066392,36.015708,36827985
C. candadensis,-112.065864,36.042385,19303873
C. candadensis,-112.065361,36.020775,28863794
C. candadensis,-112.054086,36.009286,27652370
C. candadensis,-112.047508,36.006256,3870708
C. candadensis,-112.047486,36.00615,4292167
C. candadensis,-112.035947,35.998867,6231705
C. candadensis,-112.035477,35.995341,7710695
C. candadensis,-112.032363,36.148275,10361591
C. candadensis,-112.023781,35.994073,29011274
C. candadensis,-112.023162,35.989074,17483731
C. candadensis,-112.017924,35.99544,5257736
C. candadensis,-112.012833,35.99722,4292211
C. candadensis,-111.992593,35.938871,23299842
C. candadensis,-111.989373,36.0629,35641472
C. candadensis,-111.987425,35.99592,22839671
C. candadensis,-111.98709,36.036372,31407121
C. candadensis,-111.97094,35.972729,3444654
C. candadensis,-111.967941,35.984707,9655590
C. candadensis,-111.700247,33.763312,15079807
C. candadensis,-111.727653,35.92648,775813
C. candadensis,-111.791563,34.996513,13748575
C. candadensis,-109.458546,34.009519,24706715
C. candadensis,-109.458546,34.009519,6499131
C. candadensis,-109.378649,34.023238,5031992
C. candadensis,-109.593086,34.025775,28394416
C. candadensis,-109.934324,34.043576,39687334
C. candadensis,-109.403848,34.046336,14094196
C. candadensis,-109.419364,34.048519,393136
C. candadensis,-109.508415,34.05639,5030288
C. candadensis,-109.63304,34.100469,7387824
C. candadensis,-109.848085,34.117798,26326791
C. candadensis,-110.015423,34.17856,35076458
C. candadensis,-109.985279,34.187577,415272
C. candadensis,-110.091112,34.192778,16328975
C. candadensis,-108.717259,34.637267,36377991
C. candadensis,-109.795587,34.975333,19465866
C. candadensis,-109.73704,34.990062,3733729
C. candadensis,-109.643356,35.065751,11549336
C. candadensis,-108.586177,34.147662,3922494
C. candadensis,-108.550755,34.269014,34257750
C. candadensis,-108.323303,34.68473,18174070
C. candadensis,-108.305,34.651,MSB:Mamm:157028
C. candadensis,-108.305,34.651,MSB:Mamm:140416
C. candadensis,-108.246771,34.086158,5936086
C. candadensis,-107.937499,34.783486,MSB:Mamm:322204
C. candadensis,-107.926072,34.726208,MSB:Mamm:322206
C. candadensis,-107.925057,34.78838,MSB:Mamm:329505
C. candadensis,-107.9222,34.79881,MSB:Mamm:322313
C. candadensis,-107.840453,34.75627,4040331
C. candadensis,-107.60765,35.23749,MSB:Mamm:213151
C. candadensis,-107.60765,35.23749,MSB:Mamm:213148
C. candadensis,-107.60765,35.23749,MSB:Mamm:213153
C. candadensis,-107.60765,35.23749,MSB:Mamm:213150
C. candadensis,-107.60765,35.23749,MSB:Mamm:213155
C. candadensis,-107.60765,35.23749,MSB:Mamm:213156
C. candadensis,-107.60765,35.23749,MSB:Mamm:213149
C. candadensis,-107.60765,35.23749,MSB:Mamm:213146
C. candadensis,-107.60765,35.23749,MSB:Mamm:213154
C. candadensis,-107.60765,35.23749,MSB:Mamm:213147
C. candadensis,-107.60765,35.23749,MSB:Mamm:213152
C. candadensis,-107.387,35.49058,MSB:Mamm:213145
C. candadensis,-107.105581,34.191054,13997181
C. candadensis,-106.992249,33.902297,37395495
C. candadensis,-106.903901,33.948108,542241
C. candadensis,-106.874712,34.051315,37395734
C. candadensis,-106.805714,33.955547,542228
C. candadensis,-111.34382,34.283372,31611755
C. candadensis,-111.283529,34.253385,15205721
C. candadensis,-111.279106,34.255787,30243047
C. candadensis,-111.278763,34.256004,3619829
C. candadensis,-111.273133,34.255142,37443435
C. candadensis,-111.20519,34.260877,15366486
C. candadensis,-111.156577,34.428071,7612333
C. candadensis,-111.145,34.437,15282203
C. candadensis,-111.09478,34.333124,19999589
C. candadensis,-111.093731,34.048928,40002145
C. candadensis,-111.091152,34.718038,20809865
C. candadensis,-111.046475,34.42304,9369881
C. candadensis,-111.019022,34.35001,31829404
C. candadensis,-110.93653,34.333815,26698847
C. candadensis,-110.856453,34.421602,29941547
C. candadensis,-110.83118,34.6345,MSB:Mamm:160002
C. candadensis,-110.828886,34.367829,30437383
C. candadensis,-110.827527,34.375856,35008829
C. candadensis,-110.800408,34.454934,34391516
C. candadensis,-110.790545,34.451724,6814698
C. candadensis,-112.098489,36.051317,28590216
C. candadensis,-111.892647,36.009333,36827987
C. candadensis,-111.867477,35.969448,19238545
C. candadensis,-111.866226,36.013127,20376099
C. candadensis,-111.854666,36.031237,27590046
C. candadensis,-111.826571,36.0425,22108328
C. candadensis,-111.826225,36.042358,8728975
C. candadensis,-111.822637,36.038874,30476170
C. candadensis,-111.813757,35.317527,20376096
C. candadensis,-111.777834,35.920518,1921556
C. candadensis,-111.711037,35.329708,36832497
C. candadensis,-111.628419,34.292371,4060536
C. candadensis,-111.627494,35.14054,2901272
C. candadensis,-111.621094,35.308401,38503983
C. candadensis,-111.549863,34.520073,39439694
C. candadensis,-111.518703,34.414513,17690846
C. candadensis,-111.470335,34.378249,5989081
C. candadensis,-111.467486,34.930441,15228338
C. candadensis,-111.460786,34.882711,13923164
C. candadensis,-111.453552,34.96306,8004852
C. candadensis,-111.453352,34.956764,21490605
C. candadensis,-111.44681,34.93714,13802721
C. candadensis,-111.441444,34.793165,3180093
C. candadensis,-111.429102,34.442875,28268336
C. candadensis,-111.424109,34.750609,4949268
C. candadensis,-113.925338,35.088921,4726290
C. candadensis,-113.918921,35.130484,28552506
C. candadensis,-113.889043,35.09798,7516534
C. candadensis,-113.889038,35.104328,13528216
C. candadensis,-113.88797,35.098325,7715753
C. candadensis,-113.887938,35.098317,7519062
C. candadensis,-113.887938,35.098306,7624738
C. candadensis,-113.8879,35.098331,7333614
C. candadensis,-113.887817,35.098367,5250773
C. candadensis,-113.88778,35.09804,7517212
C. candadensis,-113.887713,35.098116,4771703
C. candadensis,-113.887308,35.102876,5250015
C. candadensis,-113.887305,35.095825,4648404
C. candadensis,-113.886015,35.097741,4781718
C. candadensis,-113.885819,35.097848,7410994
C. candadensis,-113.88476,35.097597,5251538
C. candadensis,-113.884433,35.095845,7967588
C. candadensis,-113.883413,35.097323,6457034
C. candadensis,-113.882408,35.099583,5250788
C. candadensis,-113.882392,35.099656,2943973
C. candadensis,-113.881942,35.099139,5254215
C. candadensis,-113.881347,35.098914,5250809
C. candadensis,-113.881128,35.098908,5254429
C. candadensis,-113.88,34.9,4782410
C. candadensis,-113.879203,35.09782,4645767
C. candadensis,-113.878459,35.095936,5259518
C. candadensis,-113.878045,35.091764,5362987
C. candadensis,-113.878045,35.091767,7411729
C. candadensis,-113.877454,35.093575,2866885
C. candadensis,-113.877,35.093333,4780929
C. candadensis,-113.877,35.093333,4727055
C. candadensis,-113.877,35.0935,4780934
C. candadensis,-113.875833,35.094167,4784058
C. candadensis,-113.875223,35.081531,5251574
C. candadensis,-113.873699,35.093976,4784047
C. candadensis,-113.873263,35.086051,4648510
C. candadensis,-113.872089,35.094137,38667335
C. candadensis,-113.87118,35.08655,5276528
C. candadensis,-113.809903,38.450917,32106113
C. candadensis,-106.573445,35.071395,18710636
C. candadensis,-106.557473,35.956166,MSB:Mamm:247304
C. candadensis,-106.557473,35.956166,MSB:Mamm:247339
C. candadensis,-106.557473,35.956166,MSB:Mamm:247348
C. candadensis,-106.557473,35.956166,MSB:Mamm:267941
C. candadensis,-106.557473,35.956166,MSB:Mamm:267956
C. candadensis,-106.557473,35.956166,MSB:Mamm:267977
C. candadensis,-106.557473,35.956166,MSB:Mamm:224060
C. candadensis,-106.557473,35.956166,MSB:Mamm:224078
C. candadensis,-106.557473,35.956166,MSB:Mamm:224923
C. candadensis,-106.557473,35.956166,MSB:Mamm:233713
C. candadensis,-106.557473,35.956166,MSB:Mamm:233818
C. candadensis,-106.557473,35.956166,MSB:Mamm:240735
C. candadensis,-106.569318,35.980856,15879311
C. candadensis,-106.561056,35.991662,MSB:Mamm:233710
C. candadensis,-106.561056,35.991662,MSB:Mamm:233735
C. candadensis,-106.561056,35.991662,MSB:Mamm:233709
C. candadensis,-106.561056,35.991662,MSB:Mamm:224931
C. candadensis,-106.561056,35.991662,MSB:Mamm:224932
C. candadensis,-113.99607,36.112764,25239695
C. candadensis,-113.99607,36.112764,24488317
C. candadensis,-113.607821,36.247385,22160225
